0.72,0.42,0.72,0.49,0.64,0.49,0.58,0.65,0.58,0.69,0.81,0.49,0.89,0.52,1.03,0.59,0.67,0.85,0.64,1.01,0.69,1.24,0.78,0.85,0.86,0.98,0.86,1.27,0.69,0.39,0.72,0.39,0.67,0.36,0.75,0.36
0.72,0.42,0.72,0.49,0.64,0.49,0.58,0.65,0.58,0.69,0.81,0.49,0.89,0.52,1.03,0.59,0.67,0.85,0.64,1.01,0.69,1.24,0.78,0.85,0.86,0.98,0.86,1.27,0.69,0.39,0.72,0.39,0.67,0.36,0.75,0.36
0.72,0.42,0.72,0.49,0.64,0.49,0.58,0.65,0.58,0.69,0.81,0.49,0.89,0.52,1.03,0.59,0.67,0.85,0.64,1.01,0.69,1.24,0.78,0.85,0.86,0.98,0.86,1.27,0.69,0.39,0.72,0.39,0.67,0.36,0.75,0.36
0.72,0.42,0.72,0.49,0.64,0.49,0.58,0.65,0.58,0.69,0.81,0.49,0.89,0.52,1.03,0.56,0.67,0.85,0.64,1.01,0.69,1.37,0.78,0.85,0.86,0.98,0.86,1.27,0.69,0.39,0.72,0.39,0.67,0.36,0.75,0.36
0.72,0.42,0.72,0.49,0.64,0.49,0.58,0.65,0.58,0.69,0.81,0.49,0.89,0.52,1.03,0.56,0.67,0.85,0.64,1.01,0.69,1.37,0.78,0.85,0.86,0.98,0.86,1.27,0.69,0.39,0.72,0.39,0.67,0.36,0.75,0.36
0.72,0.42,0.72,0.49,0.64,0.52,0.58,0.69,0.0,0.0,0.81,0.49,0.89,0.52,1.03,0.56,0.67,0.85,0.64,1.01,0.69,1.37,0.78,0.85,0.86,0.98,0.86,1.27,0.69,0.39,0.72,0.39,0.67,0.36,0.75,0.36
0.72,0.42,0.72,0.49,0.64,0.52,0.58,0.65,0.58,0.69,0.81,0.49,0.89,0.52,1.03,0.56,0.67,0.85,0.64,1.01,0.69,1.37,0.78,0.85,0.86,0.98,0.86,1.27,0.69,0.39,0.72,0.39,0.67,0.36,0.75,0.36
0.72,0.42,0.72,0.49,0.64,0.52,0.58,0.65,0.58,0.69,0.81,0.49,0.89,0.52,1.03,0.56,0.67,0.85,0.64,1.01,0.69,1.37,0.78,0.85,0.86,0.98,0.86,1.31,0.69,0.39,0.72,0.39,0.67,0.36,0.75,0.36
0.72,0.42,0.72,0.49,0.64,0.52,0.58,0.65,0.58,0.69,0.81,0.49,0.89,0.52,1.03,0.56,0.67,0.85,0.64,1.01,0.69,1.37,0.78,0.85,0.86,0.98,0.86,1.31,0.69,0.39,0.72,0.39,0.67,0.36,0.75,0.36
0.72,0.42,0.72,0.49,0.64,0.52,0.58,0.69,0.0,0.0,0.81,0.49,0.89,0.52,1.03,0.56,0.67,0.85,0.64,1.01,0.69,1.37,0.78,0.85,0.86,0.98,0.86,1.31,0.69,0.39,0.72,0.39,0.67,0.36,0.75,0.36
0.72,0.42,0.72,0.49,0.61,0.52,0.58,0.69,0.0,0.0,0.81,0.49,0.89,0.52,1.03,0.56,0.67,0.85,0.64,1.01,0.69,1.37,0.78,0.85,0.86,0.98,0.86,1.31,0.69,0.39,0.72,0.39,0.67,0.36,0.75,0.36
0.72,0.42,0.72,0.49,0.61,0.52,0.58,0.69,0.0,0.0,0.78,0.49,0.89,0.52,1.03,0.56,0.67,0.85,0.64,1.01,0.69,1.37,0.78,0.85,0.86,0.98,0.86,1.31,0.69,0.39,0.72,0.39,0.67,0.36,0.75,0.36
0.72,0.42,0.72,0.49,0.64,0.52,0.58,0.69,0.0,0.0,0.81,0.49,0.89,0.56,1.03,0.59,0.67,0.85,0.64,1.01,0.69,1.24,0.78,0.85,0.86,0.98,0.86,1.31,0.69,0.39,0.72,0.39,0.67,0.36,0.75,0.36
0.72,0.42,0.72,0.49,0.64,0.52,0.58,0.69,0.0,0.0,0.81,0.49,0.89,0.56,1.03,0.59,0.67,0.85,0.64,1.01,0.69,1.24,0.78,0.85,0.86,0.98,0.86,1.31,0.69,0.39,0.72,0.39,0.67,0.36,0.75,0.36
0.72,0.42,0.72,0.49,0.64,0.52,0.58,0.65,0.58,0.69,0.81,0.49,0.89,0.56,1.03,0.59,0.67,0.85,0.64,1.01,0.69,1.37,0.78,0.85,0.86,0.98,0.86,1.31,0.69,0.39,0.72,0.39,0.67,0.36,0.75,0.36
0.72,0.42,0.72,0.49,0.64,0.52,0.58,0.65,0.58,0.69,0.81,0.49,0.89,0.56,1.03,0.59,0.67,0.85,0.64,1.01,0.69,1.37,0.78,0.85,0.86,0.98,0.86,1.31,0.69,0.39,0.72,0.39,0.67,0.36,0.75,0.36
0.72,0.42,0.72,0.49,0.64,0.52,0.58,0.69,0.0,0.0,0.81,0.49,0.89,0.56,1.03,0.59,0.67,0.85,0.64,1.01,0.69,1.37,0.78,0.85,0.86,0.98,0.86,1.31,0.69,0.39,0.72,0.39,0.67,0.36,0.75,0.36
0.72,0.42,0.72,0.49,0.64,0.52,0.58,0.65,0.58,0.69,0.78,0.49,0.89,0.56,1.03,0.59,0.67,0.85,0.64,1.01,0.69,1.37,0.78,0.85,0.86,0.98,0.86,1.31,0.69,0.39,0.72,0.39,0.67,0.36,0.75,0.36
0.72,0.42,0.72,0.49,0.64,0.52,0.58,0.65,0.58,0.69,0.81,0.49,0.89,0.56,1.03,0.59,0.67,0.85,0.64,1.01,0.69,1.37,0.78,0.85,0.86,0.98,0.86,1.27,0.69,0.39,0.72,0.39,0.67,0.36,0.75,0.36
0.72,0.42,0.72,0.49,0.64,0.52,0.58,0.65,0.58,0.69,0.81,0.49,0.89,0.56,1.03,0.59,0.67,0.85,0.64,1.01,0.69,1.37,0.78,0.85,0.86,0.98,0.86,1.27,0.69,0.39,0.72,0.39,0.67,0.36,0.75,0.36
0.72,0.42,0.72,0.49,0.64,0.52,0.58,0.65,0.58,0.69,0.81,0.49,0.89,0.56,1.03,0.59,0.67,0.85,0.64,1.01,0.69,1.37,0.78,0.85,0.86,0.98,0.86,1.27,0.69,0.39,0.72,0.39,0.67,0.36,0.75,0.36
0.72,0.42,0.72,0.49,0.64,0.52,0.58,0.69,0.0,0.0,0.81,0.49,0.89,0.56,1.03,0.59,0.67,0.85,0.64,1.01,0.69,1.24,0.78,0.85,0.86,0.98,0.86,1.27,0.69,0.39,0.72,0.39,0.67,0.36,0.75,0.36
